"Sample_Name","Respiration_Rate_mg_DO_per_kg_per_H","Respiration_Rate_mg_DO_per_L_per_H","Mean_Slope_All_L","Mean_Slope_All_kg","cv_before_removal_L","cv_before_removal_kg","kit_treat","flag","cv_after_removal","Mean_Slope_Removed"
"EC_093_INC-W4",-1.617,-0.52,-0.5092,-1.5734,8.65148796446808,8.58339274433825,"EC_093_Wet","N/A",8.58339274433825,-1.5734
"EC_093_INC-W2",-1.467,-0.473,-0.5092,-1.5734,8.65148796446808,8.58339274433825,"EC_093_Wet","N/A",8.58339274433825,-1.5734
"EC_093_INC-W5",-1.397,-0.454,-0.5092,-1.5734,8.65148796446808,8.58339274433825,"EC_093_Wet","N/A",8.58339274433825,-1.5734
"EC_093_INC-D1",0,0,-0.0936,-0.2864,223.606797749979,223.606797749979,"EC_093_Dry",NA,NA,0
"EC_093_INC-D2",0,0,-0.0936,-0.2864,223.606797749979,223.606797749979,"EC_093_Dry",NA,NA,0
"EC_093_INC-D4",0,0,-0.0936,-0.2864,223.606797749979,223.606797749979,"EC_093_Dry",NA,NA,0
"EC_093_INC-D5",0,0,-0.0936,-0.2864,223.606797749979,223.606797749979,"EC_093_Dry",NA,NA,0
"EC_092_INC-W4",-7.037,-2.346,-4.5918,-13.81,76.375025237975,76.3588810528329,"EC_092_Wet","N/A",8.68573820893899,-6.397
"EC_092_INC-W5",-6.116,-2.019,-4.5918,-13.81,76.375025237975,76.3588810528329,"EC_092_Wet","N/A",8.68573820893899,-6.397
"EC_092_INC-W3",-6.038,-1.976,-4.5918,-13.81,76.375025237975,76.3588810528329,"EC_092_Wet","N/A",8.68573820893899,-6.397
"EC_092_INC-D5",-1.492,-0.497,-0.4408,-1.3142,48.4667700048624,48.0035205493787,"EC_092_Dry","N/A",12.1613748381685,-1.32833333333333
"EC_092_INC-D1",-1.324,-0.438,-0.4408,-1.3142,48.4667700048624,48.0035205493787,"EC_092_Dry","N/A",12.1613748381685,-1.32833333333333
"EC_092_INC-D4",-1.169,-0.392,-0.4408,-1.3142,48.4667700048624,48.0035205493787,"EC_092_Dry","N/A",12.1613748381685,-1.32833333333333
"EC_091_INC-W3",-404.789,-119.381,-132.9284,-443.5102,20.7348467029061,20.8822044314446,"EC_091_Wet","N/A",8.58073319873542,-382.846333333333
"EC_091_INC-W2",-398.672,-121.422,-132.9284,-443.5102,20.7348467029061,20.8822044314446,"EC_091_Wet","N/A",8.58073319873542,-382.846333333333
"EC_091_INC-W4",-345.078,-104.406,-132.9284,-443.5102,20.7348467029061,20.8822044314446,"EC_091_Wet","N/A",8.58073319873542,-382.846333333333
"EC_091_INC-D4",-14.377,-4.398,-3.4502,-11.4418,82.0599004831123,82.137077979458,"EC_091_Dry","Issue in dropping sample",124.649334342424,-5.894
"EC_091_INC-D5",-1.723,-0.509,-3.4502,-11.4418,82.0599004831123,82.137077979458,"EC_091_Dry","Issue in dropping sample",124.649334342424,-5.894
"EC_091_INC-D3",-1.582,-0.472,-3.4502,-11.4418,82.0599004831123,82.137077979458,"EC_091_Dry","Issue in dropping sample",124.649334342424,-5.894
"EC_090_INC-W1",-434.578,-145.776,-138.5358,-412.1038,13.1959019504506,12.4304386738514,"EC_090_Wet","N/A",6.94089764152811,-411.081666666667
"EC_090_INC-W5",-419.335,-141.168,-138.5358,-412.1038,13.1959019504506,12.4304386738514,"EC_090_Wet","N/A",6.94089764152811,-411.081666666667
"EC_090_INC-W2",-379.332,-125.139,-138.5358,-412.1038,13.1959019504506,12.4304386738514,"EC_090_Wet","N/A",6.94089764152811,-411.081666666667
"EC_090_INC-D3",-0.867,-0.298,-0.2506,-0.7372,20.5760387149044,20.5397389067114,"EC_090_Dry","N/A",13.1218983295416,-0.753
"EC_090_INC-D2",-0.7,-0.238,-0.2506,-0.7372,20.5760387149044,20.5397389067114,"EC_090_Dry","N/A",13.1218983295416,-0.753
"EC_090_INC-D4",-0.692,-0.236,-0.2506,-0.7372,20.5760387149044,20.5397389067114,"EC_090_Dry","N/A",13.1218983295416,-0.753
"EC_089_INC-W5",-7.69,-2.352,-2.249,-7.4066,27.7284865475575,27.6720782536411,"EC_089_Wet","N/A",8.82213104516991,-7.07566666666667
"EC_089_INC-W1",-7.095,-2.152,-2.249,-7.4066,27.7284865475575,27.6720782536411,"EC_089_Wet","N/A",8.82213104516991,-7.07566666666667
"EC_089_INC-W4",-6.442,-1.963,-2.249,-7.4066,27.7284865475575,27.6720782536411,"EC_089_Wet","N/A",8.82213104516991,-7.07566666666667
"EC_089_INC-D3",-2.242,-0.695,-0.8706,-2.839,72.6492337528593,73.5843717883026,"EC_089_Dry","N/A",9.49506005645799,-2.094
"EC_089_INC-D2",-2.172,-0.674,-0.8706,-2.839,72.6492337528593,73.5843717883026,"EC_089_Dry","N/A",9.49506005645799,-2.094
"EC_089_INC-D1",-1.868,-0.571,-0.8706,-2.839,72.6492337528593,73.5843717883026,"EC_089_Dry","N/A",9.49506005645799,-2.094
"EC_088_INC-W3",-927.487,-246.161,-229.9934,-865.0838,6.49968065168114,6.31239351980556,"EC_088_Wet","N/A",6.31239351980556,-865.0838
"EC_088_INC-W4",-909.692,-243.005,-229.9934,-865.0838,6.49968065168114,6.31239351980556,"EC_088_Wet","N/A",6.31239351980556,-865.0838
"EC_088_INC-W2",-865.791,-230.532,-229.9934,-865.0838,6.49968065168114,6.31239351980556,"EC_088_Wet","N/A",6.31239351980556,-865.0838
"EC_088_INC-W5",-822.218,-218.399,-229.9934,-865.0838,6.49968065168114,6.31239351980556,"EC_088_Wet","N/A",6.31239351980556,-865.0838
"EC_088_INC-W1",-800.231,-211.87,-229.9934,-865.0838,6.49968065168114,6.31239351980556,"EC_088_Wet","N/A",6.31239351980556,-865.0838
"EC_088_INC-D4",-20.067,-5.339,-37.347,-140.2746,202.992526297153,202.967989669486,"EC_088_Dry","N/A",48.4187405471184,-15.663
"EC_088_INC-D2",-20.016,-5.321,-37.347,-140.2746,202.992526297153,202.967989669486,"EC_088_Dry","N/A",48.4187405471184,-15.663
"EC_088_INC-D5",-6.906,-1.836,-37.347,-140.2746,202.992526297153,202.967989669486,"EC_088_Dry","N/A",48.4187405471184,-15.663
"EC_085_INC-W3",-654.313,-192.034,-172.971,-591.5892,11.3226627744976,11.1584291818749,"EC_085_Wet","N/A",7.07733279075603,-615.809
"EC_085_INC-W1",-650.925,-190.61,-172.971,-591.5892,11.3226627744976,11.1584291818749,"EC_085_Wet","N/A",7.07733279075603,-615.809
"EC_085_INC-W4",-590.677,-172.448,-172.971,-591.5892,11.3226627744976,11.1584291818749,"EC_085_Wet","N/A",7.07733279075603,-615.809
"EC_085_INC-W2",-567.321,-165.006,-172.971,-591.5892,11.3226627744976,11.1584291818749,"EC_085_Wet","N/A",7.07733279075603,-615.809
"EC_085_INC-D2",-1.999,-0.584,-0.6108,-2.0902,31.4579235973712,31.661624786932,"EC_085_Dry","N/A",9.7990756571137,-1.80225
"EC_085_INC-D5",-1.896,-0.556,-0.6108,-2.0902,31.4579235973712,31.661624786932,"EC_085_Dry","N/A",9.7990756571137,-1.80225
"EC_085_INC-D4",-1.701,-0.498,-0.6108,-2.0902,31.4579235973712,31.661624786932,"EC_085_Dry","N/A",9.7990756571137,-1.80225
"EC_085_INC-D3",-1.613,-0.471,-0.6108,-2.0902,31.4579235973712,31.661624786932,"EC_085_Dry","N/A",9.7990756571137,-1.80225
"EC_084_INC-W3",-664.707,-183.289,-163.0404,-589.1704,10.1868168035479,10.8921471065977,"EC_084_Wet","N/A",6.67858798521021,-613.09025
"EC_084_INC-W4",-627.2,-172.674,-163.0404,-589.1704,10.1868168035479,10.8921471065977,"EC_084_Wet","N/A",6.67858798521021,-613.09025
"EC_084_INC-W1",-582.003,-160.484,-163.0404,-589.1704,10.1868168035479,10.8921471065977,"EC_084_Wet","N/A",6.67858798521021,-613.09025
"EC_084_INC-W2",-578.451,-159.882,-163.0404,-589.1704,10.1868168035479,10.8921471065977,"EC_084_Wet","N/A",6.67858798521021,-613.09025
"EC_084_INC-D2",-26.17,-7.256,-32.7694,-118.4534,148.019706641509,147.913846077299,"EC_084_Dry","N/A",66.9267495097726,-18.0593333333333
"EC_084_INC-D5",-23.84,-6.579,-32.7694,-118.4534,148.019706641509,147.913846077299,"EC_084_Dry","N/A",66.9267495097726,-18.0593333333333
"EC_084_INC-D4",-4.168,-1.153,-32.7694,-118.4534,148.019706641509,147.913846077299,"EC_084_Dry","N/A",66.9267495097726,-18.0593333333333
"EC_082_INC-W1",-735.818,-215.999,-184.2014,-625.188,13.0218275296564,13.7847905438387,"EC_082_Wet","N/A",9.88183990748783,-654.47975
"EC_082_INC-W5",-676.586,-197.419,-184.2014,-625.188,13.0218275296564,13.7847905438387,"EC_082_Wet","N/A",9.88183990748783,-654.47975
"EC_082_INC-W3",-609.593,-181.327,-184.2014,-625.188,13.0218275296564,13.7847905438387,"EC_082_Wet","N/A",9.88183990748783,-654.47975
"EC_082_INC-W2",-595.922,-173.605,-184.2014,-625.188,13.0218275296564,13.7847905438387,"EC_082_Wet","N/A",9.88183990748783,-654.47975
"EC_082_INC-D2",-2.901,-0.86,-0.9362,-3.1476,35.8045001394784,37.229693762365,"EC_082_Dry","N/A",8.64894172087058,-2.631
"EC_082_INC-D1",-2.712,-0.82,-0.9362,-3.1476,35.8045001394784,37.229693762365,"EC_082_Dry","N/A",8.64894172087058,-2.631
"EC_082_INC-D5",-2.54,-0.745,-0.9362,-3.1476,35.8045001394784,37.229693762365,"EC_082_Dry","N/A",8.64894172087058,-2.631
"EC_082_INC-D4",-2.371,-0.728,-0.9362,-3.1476,35.8045001394784,37.229693762365,"EC_082_Dry","N/A",8.64894172087058,-2.631
"EC_081_INC-W3",-692.649,-197.578,-179.3012,-619.4546,8.79828380815662,10.6558263813148,"EC_081_Wet","N/A",8.38786716392585,-640.3975
"EC_081_INC-W2",-667.793,-188.625,-179.3012,-619.4546,8.79828380815662,10.6558263813148,"EC_081_Wet","N/A",8.38786716392585,-640.3975
"EC_081_INC-W1",-632.225,-183.637,-179.3012,-619.4546,8.79828380815662,10.6558263813148,"EC_081_Wet","N/A",8.38786716392585,-640.3975
"EC_081_INC-W5",-568.923,-168.114,-179.3012,-619.4546,8.79828380815662,10.6558263813148,"EC_081_Wet","N/A",8.38786716392585,-640.3975
"EC_081_INC-D3",-1.782,-0.519,-2.2424,-7.6604,177.587300924949,177.663641586869,"EC_081_Dry","N/A",66.0419712214621,-1.014
"EC_081_INC-D4",-0.708,-0.206,-2.2424,-7.6604,177.587300924949,177.663641586869,"EC_081_Dry","N/A",66.0419712214621,-1.014
"EC_081_INC-D2",-0.552,-0.164,-2.2424,-7.6604,177.587300924949,177.663641586869,"EC_081_Dry","N/A",66.0419712214621,-1.014
"EC_080_INC-W1",-3704.677,-290.188,-276.2258,-3521.422,3.78854986010366,3.87230174458181,"EC_080_Wet","N/A",3.87230174458181,-3521.422
"EC_080_INC-W5",-3558.122,-279.381,-276.2258,-3521.422,3.78854986010366,3.87230174458181,"EC_080_Wet","N/A",3.87230174458181,-3521.422
"EC_080_INC-W3",-3529.955,-276.502,-276.2258,-3521.422,3.78854986010366,3.87230174458181,"EC_080_Wet","N/A",3.87230174458181,-3521.422
"EC_080_INC-W4",-3488.636,-273.925,-276.2258,-3521.422,3.78854986010366,3.87230174458181,"EC_080_Wet","N/A",3.87230174458181,-3521.422
"EC_080_INC-W2",-3325.72,-261.133,-276.2258,-3521.422,3.78854986010366,3.87230174458181,"EC_080_Wet","N/A",3.87230174458181,-3521.422
"EC_080_INC-D2",-3574.587,-279.998,-270.4174,-3435.7744,5.76797388113738,5.81575166741511,"EC_080_Dry","N/A",5.81575166741511,-3435.7744
"EC_080_INC-D4",-3545.674,-279.074,-270.4174,-3435.7744,5.76797388113738,5.81575166741511,"EC_080_Dry","N/A",5.81575166741511,-3435.7744
"EC_080_INC-D3",-3492.586,-275.556,-270.4174,-3435.7744,5.76797388113738,5.81575166741511,"EC_080_Dry","N/A",5.81575166741511,-3435.7744
"EC_080_INC-D5",-3481.077,-274.648,-270.4174,-3435.7744,5.76797388113738,5.81575166741511,"EC_080_Dry","N/A",5.81575166741511,-3435.7744
"EC_080_INC-D1",-3084.948,-242.811,-270.4174,-3435.7744,5.76797388113738,5.81575166741511,"EC_080_Dry","N/A",5.81575166741511,-3435.7744
"EC_078_INC-W1",-1108.279,-252.972,-233.5828,-1013.4624,10.0104255849297,10.1915829808852,"EC_078_Wet","N/A",7.49119848616317,-1048.2295
"EC_078_INC-W2",-1092.16,-252.034,-233.5828,-1013.4624,10.0104255849297,10.1915829808852,"EC_078_Wet","N/A",7.49119848616317,-1048.2295
"EC_078_INC-W3",-1057.708,-245.413,-233.5828,-1013.4624,10.0104255849297,10.1915829808852,"EC_078_Wet","N/A",7.49119848616317,-1048.2295
"EC_078_INC-W5",-934.771,-215.714,-233.5828,-1013.4624,10.0104255849297,10.1915829808852,"EC_078_Wet","N/A",7.49119848616317,-1048.2295
"EC_078_INC-D5",-10.209,-2.341,-48.4862,-210.7442,132.25175547233,132.354871690448,"EC_078_Dry","N/A",47.09891906837,-7.69666666666667
"EC_078_INC-D4",-9.34,-2.175,-48.4862,-210.7442,132.25175547233,132.354871690448,"EC_078_Dry","N/A",47.09891906837,-7.69666666666667
"EC_078_INC-D3",-3.541,-0.818,-48.4862,-210.7442,132.25175547233,132.354871690448,"EC_078_Dry","N/A",47.09891906837,-7.69666666666667
"EC_076_INC-W2",-466.869,-143.999,-127.5732,-416.9768,13.7883418737662,13.8792684396596,"EC_076_Wet","N/A",3.20267003165598,-458.351333333333
"EC_076_INC-W1",-466.784,-141.068,-127.5732,-416.9768,13.7883418737662,13.8792684396596,"EC_076_Wet","N/A",3.20267003165598,-458.351333333333
"EC_076_INC-W3",-441.401,-135.456,-127.5732,-416.9768,13.7883418737662,13.8792684396596,"EC_076_Wet","N/A",3.20267003165598,-458.351333333333
"EC_076_INC-D1",-7.509,-2.316,-3.8886,-12.6982,99.1837270656718,99.1709927482708,"EC_076_Dry","N/A",77.2683775131017,-3.979
"EC_076_INC-D5",-2.541,-0.777,-3.8886,-12.6982,99.1837270656718,99.1709927482708,"EC_076_Dry","N/A",77.2683775131017,-3.979
"EC_076_INC-D2",-1.887,-0.576,-3.8886,-12.6982,99.1837270656718,99.1709927482708,"EC_076_Dry","N/A",77.2683775131017,-3.979
"EC_075_INC-W1",-813.674,-234.909,-195.4394,-677.8982,20.5831315286316,20.738218525451,"EC_075_Wet","N/A",9.52485803393234,-768.595
"EC_075_INC-W4",-807.985,-232.201,-195.4394,-677.8982,20.5831315286316,20.738218525451,"EC_075_Wet","N/A",9.52485803393234,-768.595
"EC_075_INC-W2",-684.126,-197.057,-195.4394,-677.8982,20.5831315286316,20.738218525451,"EC_075_Wet","N/A",9.52485803393234,-768.595
"EC_075_INC-D2",-7.719,-2.22,-4.609,-15.971,129.475028956903,129.273033315792,"EC_075_Dry","N/A",34.4453075055093,-5.524
"EC_075_INC-D5",-4.51,-1.305,-4.609,-15.971,129.475028956903,129.273033315792,"EC_075_Dry","N/A",34.4453075055093,-5.524
"EC_075_INC-D1",-4.343,-1.25,-4.609,-15.971,129.475028956903,129.273033315792,"EC_075_Dry","N/A",34.4453075055093,-5.524
"EC_074_INC-W4",-1.908,-0.637,-0.5802,-1.7392,8.21662244444066,8.16987489315127,"EC_074_Wet","N/A",8.16987489315127,-1.7392
"EC_074_INC-W2",-1.828,-0.609,-0.5802,-1.7392,8.21662244444066,8.16987489315127,"EC_074_Wet","N/A",8.16987489315127,-1.7392
"EC_074_INC-W1",-1.759,-0.588,-0.5802,-1.7392,8.21662244444066,8.16987489315127,"EC_074_Wet","N/A",8.16987489315127,-1.7392
"EC_074_INC-W3",-1.653,-0.551,-0.5802,-1.7392,8.21662244444066,8.16987489315127,"EC_074_Wet","N/A",8.16987489315127,-1.7392
"EC_074_INC-W5",-1.548,-0.516,-0.5802,-1.7392,8.21662244444066,8.16987489315127,"EC_074_Wet","N/A",8.16987489315127,-1.7392
"EC_074_INC-D4",-1.546,-0.515,-1.909,-5.7414,117.121421560205,117.180502524112,"EC_074_Dry","N/A",91.3744320138189,-0.863
"EC_074_INC-D5",-1.043,-0.348,-1.909,-5.7414,117.121421560205,117.180502524112,"EC_074_Dry","N/A",91.3744320138189,-0.863
"EC_074_INC-D1",0,0,-1.909,-5.7414,117.121421560205,117.180502524112,"EC_074_Dry","N/A",91.3744320138189,-0.863
"EC_073_INC-W2",-11.887,-2.455,-2.5134,-12.1986,27.2760337742926,27.2837236125348,"EC_073_Wet","N/A",6.64665911726842,-11.269
"EC_073_INC-W5",-11.484,-2.367,-2.5134,-12.1986,27.2760337742926,27.2837236125348,"EC_073_Wet","N/A",6.64665911726842,-11.269
"EC_073_INC-W1",-10.436,-2.151,-2.5134,-12.1986,27.2760337742926,27.2837236125348,"EC_073_Wet","N/A",6.64665911726842,-11.269
"EC_073_INC-D2",-1.637,-0.338,-0.272,-1.3188,23.7182222298372,23.6832784713658,"EC_073_Dry","N/A",7.29969672063919,-1.52266666666667
"EC_073_INC-D4",-1.516,-0.313,-0.272,-1.3188,23.7182222298372,23.6832784713658,"EC_073_Dry","N/A",7.29969672063919,-1.52266666666667
"EC_073_INC-D1",-1.415,-0.291,-0.272,-1.3188,23.7182222298372,23.6832784713658,"EC_073_Dry","N/A",7.29969672063919,-1.52266666666667
"EC_072_INC-W4",-1378.843,-272.588,-262.14075,-1326.67125,4.43070323225811,4.32208911357132,"EC_072_Wet","N/A",4.32208911357132,-1326.67125
"EC_072_INC-W3",-1348.144,-266.809,-262.14075,-1326.67125,4.43070323225811,4.32208911357132,"EC_072_Wet","N/A",4.32208911357132,-1326.67125
"EC_072_INC-W1",-1334.396,-263.514,-262.14075,-1326.67125,4.43070323225811,4.32208911357132,"EC_072_Wet","N/A",4.32208911357132,-1326.67125
"EC_072_INC-W2",-1245.302,-245.652,-262.14075,-1326.67125,4.43070323225811,4.32208911357132,"EC_072_Wet","N/A",4.32208911357132,-1326.67125
"EC_072_INC-D3",-1355.27,-268.511,-242.89175,-1224.0325,13.6510747051851,13.9167284081035,"EC_072_Dry","N/A",6.7396540988692,-1301.31366666667
"EC_072_INC-D1",-1348.555,-267.471,-242.89175,-1224.0325,13.6510747051851,13.9167284081035,"EC_072_Dry","N/A",6.7396540988692,-1301.31366666667
"EC_072_INC-D2",-1200.116,-237.513,-242.89175,-1224.0325,13.6510747051851,13.9167284081035,"EC_072_Dry","N/A",6.7396540988692,-1301.31366666667
"EC_071_INC-W5",-1458.999,-289.075,-285.2764,-1440.7068,0.915671714451552,0.844135934011722,"EC_071_Wet","N/A",0.844135934011722,-1440.7068
"EC_071_INC-W1",-1445.937,-286.487,-285.2764,-1440.7068,0.915671714451552,0.844135934011722,"EC_071_Wet","N/A",0.844135934011722,-1440.7068
"EC_071_INC-W3",-1437.473,-284.81,-285.2764,-1440.7068,0.915671714451552,0.844135934011722,"EC_071_Wet","N/A",0.844135934011722,-1440.7068
"EC_071_INC-W2",-1433.149,-283.662,-285.2764,-1440.7068,0.915671714451552,0.844135934011722,"EC_071_Wet","N/A",0.844135934011722,-1440.7068
"EC_071_INC-W4",-1427.976,-282.348,-285.2764,-1440.7068,0.915671714451552,0.844135934011722,"EC_071_Wet","N/A",0.844135934011722,-1440.7068
"EC_071_INC-D5",-33.453,-6.601,-116.9694,-591.288,130.806554495763,130.806483559635,"EC_071_Dry","N/A",37.6372975658708,-26.5203333333333
"EC_071_INC-D1",-31.028,-6.135,-116.9694,-591.288,130.806554495763,130.806483559635,"EC_071_Dry","N/A",37.6372975658708,-26.5203333333333
"EC_071_INC-D3",-15.08,-2.994,-116.9694,-591.288,130.806554495763,130.806483559635,"EC_071_Dry","N/A",37.6372975658708,-26.5203333333333
"EC_070_INC-W1",-12.782,-3.663,-1.985,-6.9186,86.0061909889423,86.0561558166247,"EC_070_Wet","N/A",14.5476991246275,-11.176
"EC_070_INC-W2",-11.215,-3.214,-1.985,-6.9186,86.0061909889423,86.0561558166247,"EC_070_Wet","N/A",14.5476991246275,-11.176
"EC_070_INC-W3",-9.531,-2.742,-1.985,-6.9186,86.0061909889423,86.0561558166247,"EC_070_Wet","N/A",14.5476991246275,-11.176
"EC_070_INC-D5",-2.239,-0.647,-0.8322,-2.8884,110.969713606333,110.998230097929,"EC_070_Dry","Issue in dropping sample",141.152878580495,-0.856333333333333
"EC_070_INC-D4",-0.33,-0.095,-0.8322,-2.8884,110.969713606333,110.998230097929,"EC_070_Dry","Issue in dropping sample",141.152878580495,-0.856333333333333
"EC_070_INC-D3",0,0,-0.8322,-2.8884,110.969713606333,110.998230097929,"EC_070_Dry","Issue in dropping sample",141.152878580495,-0.856333333333333
"EC_069_INC-W3",-768.88,-242.011,-201.8982,-641.8054,17.5966885513536,17.6596502106799,"EC_069_Wet","N/A",6.42334270747264,-716.488333333333
"EC_069_INC-W4",-698,-218.605,-201.8982,-641.8054,17.5966885513536,17.6596502106799,"EC_069_Wet","N/A",6.42334270747264,-716.488333333333
"EC_069_INC-W2",-682.585,-215.615,-201.8982,-641.8054,17.5966885513536,17.6596502106799,"EC_069_Wet","N/A",6.42334270747264,-716.488333333333
"EC_069_INC-D2",-9.739,-3.05,-3.402,-10.8398,80.7811376560883,80.7173150460831,"EC_069_Dry","N/A",71.7161008168361,-5.54
"EC_069_INC-D1",-5.041,-1.58,-3.402,-10.8398,80.7811376560883,80.7173150460831,"EC_069_Dry","N/A",71.7161008168361,-5.54
"EC_069_INC-D5",-1.84,-0.58,-3.402,-10.8398,80.7811376560883,80.7173150460831,"EC_069_Dry","N/A",71.7161008168361,-5.54
"EC_068_INC-W5",-1688.415,-266.835,-260.2908,-1644.8716,2.64830775306017,2.59035566022089,"EC_068_Wet","N/A",2.59035566022089,-1644.8716
"EC_068_INC-W2",-1673.906,-265.563,-260.2908,-1644.8716,2.64830775306017,2.59035566022089,"EC_068_Wet","N/A",2.59035566022089,-1644.8716
"EC_068_INC-W3",-1646.647,-260.234,-260.2908,-1644.8716,2.64830775306017,2.59035566022089,"EC_068_Wet","N/A",2.59035566022089,-1644.8716
"EC_068_INC-W1",-1637.321,-259.426,-260.2908,-1644.8716,2.64830775306017,2.59035566022089,"EC_068_Wet","N/A",2.59035566022089,-1644.8716
"EC_068_INC-W4",-1578.069,-249.396,-260.2908,-1644.8716,2.64830775306017,2.59035566022089,"EC_068_Wet","N/A",2.59035566022089,-1644.8716
"EC_068_INC-D3",-1652.248,-262.127,-223.1156,-1407.8514,25.0533820951508,24.9137886658596,"EC_068_Dry","N/A",5.95288322603648,-1560.52925
"EC_068_INC-D2",-1579.525,-248.984,-223.1156,-1407.8514,25.0533820951508,24.9137886658596,"EC_068_Dry","N/A",5.95288322603648,-1560.52925
"EC_068_INC-D4",-1579.291,-251.195,-223.1156,-1407.8514,25.0533820951508,24.9137886658596,"EC_068_Dry","N/A",5.95288322603648,-1560.52925
"EC_068_INC-D5",-1431.053,-227.617,-223.1156,-1407.8514,25.0533820951508,24.9137886658596,"EC_068_Dry","N/A",5.95288322603648,-1560.52925
"EC_066_INC-W5",-1.274,-0.399,-0.3864,-1.237,10.3916810667893,10.3925170180473,"EC_066_Wet","N/A",5.34295629929512,-1.185
"EC_066_INC-W1",-1.177,-0.368,-0.3864,-1.237,10.3916810667893,10.3925170180473,"EC_066_Wet","N/A",5.34295629929512,-1.185
"EC_066_INC-W2",-1.164,-0.362,-0.3864,-1.237,10.3916810667893,10.3925170180473,"EC_066_Wet","N/A",5.34295629929512,-1.185
"EC_066_INC-W4",-1.125,-0.352,-0.3864,-1.237,10.3916810667893,10.3925170180473,"EC_066_Wet","N/A",5.34295629929512,-1.185
"EC_066_INC-D1",-0.569,-0.177,-0.1138,-0.364,62.9397315324838,63.0118815982959,"EC_066_Dry","N/A",12.0908803265356,-0.510666666666667
"EC_066_INC-D4",-0.517,-0.162,-0.1138,-0.364,62.9397315324838,63.0118815982959,"EC_066_Dry","N/A",12.0908803265356,-0.510666666666667
"EC_066_INC-D3",-0.446,-0.14,-0.1138,-0.364,62.9397315324838,63.0118815982959,"EC_066_Dry","N/A",12.0908803265356,-0.510666666666667
"EC_065_INC-W3",-25.697,-7.415,-6.212,-21.3934,19.0051590921644,19.5354825567542,"EC_065_Wet","N/A",6.90098694163819,-24.0273333333333
"EC_065_INC-W5",-24.004,-6.982,-6.212,-21.3934,19.0051590921644,19.5354825567542,"EC_065_Wet","N/A",6.90098694163819,-24.0273333333333
"EC_065_INC-W1",-22.381,-6.498,-6.212,-21.3934,19.0051590921644,19.5354825567542,"EC_065_Wet","N/A",6.90098694163819,-24.0273333333333
"EC_065_INC-D4",-10.47,-3.078,-3.593,-12.2228,32.8333448660094,32.2187300944221,"EC_065_Dry","N/A",13.2437547206417,-9.42033333333333
