"Sample_Name","Respiration_Rate_mg_DO_per_L_per_H","Respiration_Rate_mg_DO_per_kg_per_H","Mean_Slope_All_L","Mean_Slope_All_kg","cv_before_removal_L","cv_before_removal_kg","kit_treat","flag","cv_after_removal","Mean_Slope_Removed"
"EC_094_INC-W5",-122.395,-395.66,-128.557,-417.545,12.9253369656389,12.0693375225653,"EC_094_Wet","N/A",12.9253369656389,-128.557
"EC_094_INC-W3",-109.705,-361.991,-128.557,-417.545,12.9253369656389,12.0693375225653,"EC_094_Wet","N/A",12.9253369656389,-128.557
"EC_094_INC-D2",-0.928,-3.016,-1.4384,-4.6942,91.4208991189198,92.1285672406987,"EC_094_Dry","N/A",10.0550386031806,-0.85125
"EC_094_INC-D1",-0.919,-2.984,-1.4384,-4.6942,91.4208991189198,92.1285672406987,"EC_094_Dry","N/A",10.0550386031806,-0.85125
"EC_094_INC-D5",-0.802,-2.616,-1.4384,-4.6942,91.4208991189198,92.1285672406987,"EC_094_Dry","N/A",10.0550386031806,-0.85125
"EC_094_INC-D3",-0.756,-2.437,-1.4384,-4.6942,91.4208991189198,92.1285672406987,"EC_094_Dry","N/A",10.0550386031806,-0.85125
"EC_093_INC-W1",-0.554,-1.695,-0.5092,-1.5734,8.65148796446808,8.58339274433825,"EC_093_Wet","N/A",8.65148796446808,-0.5092
"EC_093_INC-W3",-0.545,-1.691,-0.5092,-1.5734,8.65148796446808,8.58339274433825,"EC_093_Wet","N/A",8.65148796446808,-0.5092
"EC_093_INC-W4",-0.52,-1.617,-0.5092,-1.5734,8.65148796446808,8.58339274433825,"EC_093_Wet","N/A",8.65148796446808,-0.5092
"EC_093_INC-W2",-0.473,-1.467,-0.5092,-1.5734,8.65148796446808,8.58339274433825,"EC_093_Wet","N/A",8.65148796446808,-0.5092
"EC_093_INC-W5",-0.454,-1.397,-0.5092,-1.5734,8.65148796446808,8.58339274433825,"EC_093_Wet","N/A",8.65148796446808,-0.5092
"EC_093_INC-D1",0,0,-0.0936,-0.2864,223.606797749979,223.606797749979,"EC_093_Dry",NA,NA,0
"EC_093_INC-D2",0,0,-0.0936,-0.2864,223.606797749979,223.606797749979,"EC_093_Dry",NA,NA,0
"EC_093_INC-D4",0,0,-0.0936,-0.2864,223.606797749979,223.606797749979,"EC_093_Dry",NA,NA,0
"EC_093_INC-D5",0,0,-0.0936,-0.2864,223.606797749979,223.606797749979,"EC_093_Dry",NA,NA,0
"EC_092_INC-W4",-2.346,-7.037,-4.5918,-13.81,76.375025237975,76.3588810528329,"EC_092_Wet","N/A",9.57350592328336,-2.11366666666667
"EC_092_INC-W5",-2.019,-6.116,-4.5918,-13.81,76.375025237975,76.3588810528329,"EC_092_Wet","N/A",9.57350592328336,-2.11366666666667
"EC_092_INC-W3",-1.976,-6.038,-4.5918,-13.81,76.375025237975,76.3588810528329,"EC_092_Wet","N/A",9.57350592328336,-2.11366666666667
"EC_092_INC-D2",-0.736,-2.17,-0.4408,-1.3142,48.4667700048624,48.0035205493787,"EC_092_Dry","N/A",48.4667700048624,-0.4408
"EC_092_INC-D5",-0.497,-1.492,-0.4408,-1.3142,48.4667700048624,48.0035205493787,"EC_092_Dry","N/A",48.4667700048624,-0.4408
"EC_092_INC-D1",-0.438,-1.324,-0.4408,-1.3142,48.4667700048624,48.0035205493787,"EC_092_Dry","N/A",48.4667700048624,-0.4408
"EC_092_INC-D4",-0.392,-1.169,-0.4408,-1.3142,48.4667700048624,48.0035205493787,"EC_092_Dry","N/A",48.4667700048624,-0.4408
"EC_092_INC-D3",-0.141,-0.416,-0.4408,-1.3142,48.4667700048624,48.0035205493787,"EC_092_Dry","N/A",48.4667700048624,-0.4408
"EC_091_INC-W1",-175.113,-582.207,-132.9284,-443.5102,20.7348467029061,20.8822044314446,"EC_091_Wet","N/A",20.7348467029061,-132.9284
"EC_091_INC-W5",-144.32,-486.805,-132.9284,-443.5102,20.7348467029061,20.8822044314446,"EC_091_Wet","N/A",20.7348467029061,-132.9284
"EC_091_INC-W2",-121.422,-398.672,-132.9284,-443.5102,20.7348467029061,20.8822044314446,"EC_091_Wet","N/A",20.7348467029061,-132.9284
"EC_091_INC-W3",-119.381,-404.789,-132.9284,-443.5102,20.7348467029061,20.8822044314446,"EC_091_Wet","N/A",20.7348467029061,-132.9284
"EC_091_INC-W4",-104.406,-345.078,-132.9284,-443.5102,20.7348467029061,20.8822044314446,"EC_091_Wet","N/A",20.7348467029061,-132.9284
"EC_091_INC-D4",-4.398,-14.377,-3.4502,-11.4418,82.0599004831123,82.137077979458,"EC_091_Dry","Issue in dropping sample",125.826660847294,-1.793
"EC_091_INC-D5",-0.509,-1.723,-3.4502,-11.4418,82.0599004831123,82.137077979458,"EC_091_Dry","Issue in dropping sample",125.826660847294,-1.793
"EC_091_INC-D3",-0.472,-1.582,-3.4502,-11.4418,82.0599004831123,82.137077979458,"EC_091_Dry","Issue in dropping sample",125.826660847294,-1.793
"EC_090_INC-W4",-163.662,-480.197,-138.5358,-412.1038,13.1959019504506,12.4304386738514,"EC_090_Wet","N/A",13.1959019504506,-138.5358
"EC_090_INC-W1",-145.776,-434.578,-138.5358,-412.1038,13.1959019504506,12.4304386738514,"EC_090_Wet","N/A",13.1959019504506,-138.5358
"EC_090_INC-W5",-141.168,-419.335,-138.5358,-412.1038,13.1959019504506,12.4304386738514,"EC_090_Wet","N/A",13.1959019504506,-138.5358
"EC_090_INC-W2",-125.139,-379.332,-138.5358,-412.1038,13.1959019504506,12.4304386738514,"EC_090_Wet","N/A",13.1959019504506,-138.5358
"EC_090_INC-W3",-116.934,-347.077,-138.5358,-412.1038,13.1959019504506,12.4304386738514,"EC_090_Wet","N/A",13.1959019504506,-138.5358
"EC_090_INC-D1",-0.303,-0.901,-0.2506,-0.7372,20.5760387149044,20.5397389067114,"EC_090_Dry","N/A",20.5760387149044,-0.2506
"EC_090_INC-D3",-0.298,-0.867,-0.2506,-0.7372,20.5760387149044,20.5397389067114,"EC_090_Dry","N/A",20.5760387149044,-0.2506
"EC_090_INC-D2",-0.238,-0.7,-0.2506,-0.7372,20.5760387149044,20.5397389067114,"EC_090_Dry","N/A",20.5760387149044,-0.2506
"EC_090_INC-D4",-0.236,-0.692,-0.2506,-0.7372,20.5760387149044,20.5397389067114,"EC_090_Dry","N/A",20.5760387149044,-0.2506
"EC_090_INC-D5",-0.178,-0.526,-0.2506,-0.7372,20.5760387149044,20.5397389067114,"EC_090_Dry","N/A",20.5760387149044,-0.2506
"EC_089_INC-W2",-3.23,-10.66,-2.249,-7.4066,27.7284865475575,27.6720782536411,"EC_089_Wet","N/A",27.7284865475575,-2.249
"EC_089_INC-W5",-2.352,-7.69,-2.249,-7.4066,27.7284865475575,27.6720782536411,"EC_089_Wet","N/A",27.7284865475575,-2.249
"EC_089_INC-W1",-2.152,-7.095,-2.249,-7.4066,27.7284865475575,27.6720782536411,"EC_089_Wet","N/A",27.7284865475575,-2.249
"EC_089_INC-W4",-1.963,-6.442,-2.249,-7.4066,27.7284865475575,27.6720782536411,"EC_089_Wet","N/A",27.7284865475575,-2.249
"EC_089_INC-W3",-1.548,-5.146,-2.249,-7.4066,27.7284865475575,27.6720782536411,"EC_089_Wet","N/A",27.7284865475575,-2.249
"EC_089_INC-D3",-0.695,-2.242,-0.8706,-2.839,72.6492337528593,73.5843717883026,"EC_089_Dry","N/A",20.6967107888132,-0.59175
"EC_089_INC-D2",-0.674,-2.172,-0.8706,-2.839,72.6492337528593,73.5843717883026,"EC_089_Dry","N/A",20.6967107888132,-0.59175
"EC_089_INC-D1",-0.571,-1.868,-0.8706,-2.839,72.6492337528593,73.5843717883026,"EC_089_Dry","N/A",20.6967107888132,-0.59175
"EC_089_INC-D4",-0.427,-1.386,-0.8706,-2.839,72.6492337528593,73.5843717883026,"EC_089_Dry","N/A",20.6967107888132,-0.59175
"EC_088_INC-W3",-246.161,-927.487,-229.9934,-865.0838,6.49968065168114,6.31239351980556,"EC_088_Wet","N/A",6.49968065168114,-229.9934
"EC_088_INC-W4",-243.005,-909.692,-229.9934,-865.0838,6.49968065168114,6.31239351980556,"EC_088_Wet","N/A",6.49968065168114,-229.9934
"EC_088_INC-W2",-230.532,-865.791,-229.9934,-865.0838,6.49968065168114,6.31239351980556,"EC_088_Wet","N/A",6.49968065168114,-229.9934
"EC_088_INC-W5",-218.399,-822.218,-229.9934,-865.0838,6.49968065168114,6.31239351980556,"EC_088_Wet","N/A",6.49968065168114,-229.9934
"EC_088_INC-W1",-211.87,-800.231,-229.9934,-865.0838,6.49968065168114,6.31239351980556,"EC_088_Wet","N/A",6.49968065168114,-229.9934
"EC_088_INC-D4",-5.339,-20.067,-37.347,-140.2746,202.992526297153,202.967989669486,"EC_088_Dry","N/A",48.4302636964168,-4.16533333333333
"EC_088_INC-D2",-5.321,-20.016,-37.347,-140.2746,202.992526297153,202.967989669486,"EC_088_Dry","N/A",48.4302636964168,-4.16533333333333
"EC_088_INC-D5",-1.836,-6.906,-37.347,-140.2746,202.992526297153,202.967989669486,"EC_088_Dry","N/A",48.4302636964168,-4.16533333333333
"EC_085_INC-W3",-192.034,-654.313,-172.971,-591.5892,11.3226627744976,11.1584291818749,"EC_085_Wet","N/A",11.3226627744976,-172.971
"EC_085_INC-W1",-190.61,-650.925,-172.971,-591.5892,11.3226627744976,11.1584291818749,"EC_085_Wet","N/A",11.3226627744976,-172.971
"EC_085_INC-W4",-172.448,-590.677,-172.971,-591.5892,11.3226627744976,11.1584291818749,"EC_085_Wet","N/A",11.3226627744976,-172.971
"EC_085_INC-W2",-165.006,-567.321,-172.971,-591.5892,11.3226627744976,11.1584291818749,"EC_085_Wet","N/A",11.3226627744976,-172.971
"EC_085_INC-W5",-144.757,-494.71,-172.971,-591.5892,11.3226627744976,11.1584291818749,"EC_085_Wet","N/A",11.3226627744976,-172.971
"EC_085_INC-D1",-0.945,-3.242,-0.6108,-2.0902,31.4579235973712,31.661624786932,"EC_085_Dry","N/A",31.4579235973712,-0.6108
"EC_085_INC-D2",-0.584,-1.999,-0.6108,-2.0902,31.4579235973712,31.661624786932,"EC_085_Dry","N/A",31.4579235973712,-0.6108
"EC_085_INC-D5",-0.556,-1.896,-0.6108,-2.0902,31.4579235973712,31.661624786932,"EC_085_Dry","N/A",31.4579235973712,-0.6108
"EC_085_INC-D4",-0.498,-1.701,-0.6108,-2.0902,31.4579235973712,31.661624786932,"EC_085_Dry","N/A",31.4579235973712,-0.6108
"EC_085_INC-D3",-0.471,-1.613,-0.6108,-2.0902,31.4579235973712,31.661624786932,"EC_085_Dry","N/A",31.4579235973712,-0.6108
"EC_084_INC-W3",-183.289,-664.707,-163.0404,-589.1704,10.1868168035479,10.8921471065977,"EC_084_Wet","N/A",10.1868168035479,-163.0404
"EC_084_INC-W4",-172.674,-627.2,-163.0404,-589.1704,10.1868168035479,10.8921471065977,"EC_084_Wet","N/A",10.1868168035479,-163.0404
"EC_084_INC-W1",-160.484,-582.003,-163.0404,-589.1704,10.1868168035479,10.8921471065977,"EC_084_Wet","N/A",10.1868168035479,-163.0404
"EC_084_INC-W2",-159.882,-578.451,-163.0404,-589.1704,10.1868168035479,10.8921471065977,"EC_084_Wet","N/A",10.1868168035479,-163.0404
"EC_084_INC-W5",-138.873,-493.491,-163.0404,-589.1704,10.1868168035479,10.8921471065977,"EC_084_Wet","N/A",10.1868168035479,-163.0404
"EC_084_INC-D2",-7.256,-26.17,-32.7694,-118.4534,148.019706641509,147.913846077299,"EC_084_Dry","N/A",66.9596780762713,-4.996
"EC_084_INC-D5",-6.579,-23.84,-32.7694,-118.4534,148.019706641509,147.913846077299,"EC_084_Dry","N/A",66.9596780762713,-4.996
"EC_084_INC-D4",-1.153,-4.168,-32.7694,-118.4534,148.019706641509,147.913846077299,"EC_084_Dry","N/A",66.9596780762713,-4.996
"EC_082_INC-W1",-215.999,-735.818,-184.2014,-625.188,13.0218275296564,13.7847905438387,"EC_082_Wet","N/A",13.0218275296564,-184.2014
"EC_082_INC-W5",-197.419,-676.586,-184.2014,-625.188,13.0218275296564,13.7847905438387,"EC_082_Wet","N/A",13.0218275296564,-184.2014
"EC_082_INC-W3",-181.327,-609.593,-184.2014,-625.188,13.0218275296564,13.7847905438387,"EC_082_Wet","N/A",13.0218275296564,-184.2014
"EC_082_INC-W2",-173.605,-595.922,-184.2014,-625.188,13.0218275296564,13.7847905438387,"EC_082_Wet","N/A",13.0218275296564,-184.2014
"EC_082_INC-W4",-152.657,-508.021,-184.2014,-625.188,13.0218275296564,13.7847905438387,"EC_082_Wet","N/A",13.0218275296564,-184.2014
"EC_082_INC-D3",-1.528,-5.214,-0.9362,-3.1476,35.8045001394784,37.229693762365,"EC_082_Dry","N/A",35.8045001394784,-0.9362
"EC_082_INC-D2",-0.86,-2.901,-0.9362,-3.1476,35.8045001394784,37.229693762365,"EC_082_Dry","N/A",35.8045001394784,-0.9362
"EC_082_INC-D1",-0.82,-2.712,-0.9362,-3.1476,35.8045001394784,37.229693762365,"EC_082_Dry","N/A",35.8045001394784,-0.9362
"EC_082_INC-D5",-0.745,-2.54,-0.9362,-3.1476,35.8045001394784,37.229693762365,"EC_082_Dry","N/A",35.8045001394784,-0.9362
"EC_082_INC-D4",-0.728,-2.371,-0.9362,-3.1476,35.8045001394784,37.229693762365,"EC_082_Dry","N/A",35.8045001394784,-0.9362
"EC_081_INC-W3",-197.578,-692.649,-179.3012,-619.4546,8.79828380815662,10.6558263813148,"EC_081_Wet","N/A",8.79828380815662,-179.3012
"EC_081_INC-W2",-188.625,-667.793,-179.3012,-619.4546,8.79828380815662,10.6558263813148,"EC_081_Wet","N/A",8.79828380815662,-179.3012
"EC_081_INC-W1",-183.637,-632.225,-179.3012,-619.4546,8.79828380815662,10.6558263813148,"EC_081_Wet","N/A",8.79828380815662,-179.3012
"EC_081_INC-W5",-168.114,-568.923,-179.3012,-619.4546,8.79828380815662,10.6558263813148,"EC_081_Wet","N/A",8.79828380815662,-179.3012
"EC_081_INC-W4",-158.552,-535.683,-179.3012,-619.4546,8.79828380815662,10.6558263813148,"EC_081_Wet","N/A",8.79828380815662,-179.3012
"EC_081_INC-D3",-0.519,-1.782,-2.2424,-7.6604,177.587300924949,177.663641586869,"EC_081_Dry","N/A",65.458408653771,-0.296333333333333
"EC_081_INC-D4",-0.206,-0.708,-2.2424,-7.6604,177.587300924949,177.663641586869,"EC_081_Dry","N/A",65.458408653771,-0.296333333333333
"EC_081_INC-D2",-0.164,-0.552,-2.2424,-7.6604,177.587300924949,177.663641586869,"EC_081_Dry","N/A",65.458408653771,-0.296333333333333
"EC_080_INC-W1",-290.188,-3704.677,-276.2258,-3521.422,3.78854986010366,3.87230174458181,"EC_080_Wet","N/A",3.78854986010366,-276.2258
"EC_080_INC-W5",-279.381,-3558.122,-276.2258,-3521.422,3.78854986010366,3.87230174458181,"EC_080_Wet","N/A",3.78854986010366,-276.2258
"EC_080_INC-W3",-276.502,-3529.955,-276.2258,-3521.422,3.78854986010366,3.87230174458181,"EC_080_Wet","N/A",3.78854986010366,-276.2258
"EC_080_INC-W4",-273.925,-3488.636,-276.2258,-3521.422,3.78854986010366,3.87230174458181,"EC_080_Wet","N/A",3.78854986010366,-276.2258
"EC_080_INC-W2",-261.133,-3325.72,-276.2258,-3521.422,3.78854986010366,3.87230174458181,"EC_080_Wet","N/A",3.78854986010366,-276.2258
"EC_080_INC-D2",-279.998,-3574.587,-270.4174,-3435.7744,5.76797388113738,5.81575166741511,"EC_080_Dry","N/A",5.76797388113738,-270.4174
"EC_080_INC-D4",-279.074,-3545.674,-270.4174,-3435.7744,5.76797388113738,5.81575166741511,"EC_080_Dry","N/A",5.76797388113738,-270.4174
"EC_080_INC-D3",-275.556,-3492.586,-270.4174,-3435.7744,5.76797388113738,5.81575166741511,"EC_080_Dry","N/A",5.76797388113738,-270.4174
"EC_080_INC-D5",-274.648,-3481.077,-270.4174,-3435.7744,5.76797388113738,5.81575166741511,"EC_080_Dry","N/A",5.76797388113738,-270.4174
"EC_080_INC-D1",-242.811,-3084.948,-270.4174,-3435.7744,5.76797388113738,5.81575166741511,"EC_080_Dry","N/A",5.76797388113738,-270.4174
"EC_078_INC-W1",-252.972,-1108.279,-233.5828,-1013.4624,10.0104255849297,10.1915829808852,"EC_078_Wet","N/A",10.0104255849297,-233.5828
"EC_078_INC-W2",-252.034,-1092.16,-233.5828,-1013.4624,10.0104255849297,10.1915829808852,"EC_078_Wet","N/A",10.0104255849297,-233.5828
"EC_078_INC-W3",-245.413,-1057.708,-233.5828,-1013.4624,10.0104255849297,10.1915829808852,"EC_078_Wet","N/A",10.0104255849297,-233.5828
"EC_078_INC-W5",-215.714,-934.771,-233.5828,-1013.4624,10.0104255849297,10.1915829808852,"EC_078_Wet","N/A",10.0104255849297,-233.5828
"EC_078_INC-W4",-201.781,-874.394,-233.5828,-1013.4624,10.0104255849297,10.1915829808852,"EC_078_Wet","N/A",10.0104255849297,-233.5828
"EC_078_INC-D5",-2.341,-10.209,-48.4862,-210.7442,132.25175547233,132.354871690448,"EC_078_Dry","N/A",46.9919687901664,-1.778
"EC_078_INC-D4",-2.175,-9.34,-48.4862,-210.7442,132.25175547233,132.354871690448,"EC_078_Dry","N/A",46.9919687901664,-1.778
"EC_078_INC-D3",-0.818,-3.541,-48.4862,-210.7442,132.25175547233,132.354871690448,"EC_078_Dry","N/A",46.9919687901664,-1.778
"EC_076_INC-W2",-143.999,-466.869,-127.5732,-416.9768,13.7883418737662,13.8792684396596,"EC_076_Wet","N/A",13.7883418737662,-127.5732
"EC_076_INC-W1",-141.068,-466.784,-127.5732,-416.9768,13.7883418737662,13.8792684396596,"EC_076_Wet","N/A",13.7883418737662,-127.5732
"EC_076_INC-W3",-135.456,-441.401,-127.5732,-416.9768,13.7883418737662,13.8792684396596,"EC_076_Wet","N/A",13.7883418737662,-127.5732
"EC_076_INC-W4",-110.8,-362.897,-127.5732,-416.9768,13.7883418737662,13.8792684396596,"EC_076_Wet","N/A",13.7883418737662,-127.5732
"EC_076_INC-W5",-106.543,-346.933,-127.5732,-416.9768,13.7883418737662,13.8792684396596,"EC_076_Wet","N/A",13.7883418737662,-127.5732
"EC_076_INC-D1",-2.316,-7.509,-3.8886,-12.6982,99.1837270656718,99.1709927482708,"EC_076_Dry","N/A",77.8320541773376,-1.223
"EC_076_INC-D5",-0.777,-2.541,-3.8886,-12.6982,99.1837270656718,99.1709927482708,"EC_076_Dry","N/A",77.8320541773376,-1.223
"EC_076_INC-D2",-0.576,-1.887,-3.8886,-12.6982,99.1837270656718,99.1709927482708,"EC_076_Dry","N/A",77.8320541773376,-1.223
"EC_075_INC-W1",-234.909,-813.674,-195.4394,-677.8982,20.5831315286316,20.738218525451,"EC_075_Wet","N/A",20.5831315286316,-195.4394
"EC_075_INC-W4",-232.201,-807.985,-195.4394,-677.8982,20.5831315286316,20.738218525451,"EC_075_Wet","N/A",20.5831315286316,-195.4394
"EC_075_INC-W2",-197.057,-684.126,-195.4394,-677.8982,20.5831315286316,20.738218525451,"EC_075_Wet","N/A",20.5831315286316,-195.4394
"EC_075_INC-W3",-172.808,-599.483,-195.4394,-677.8982,20.5831315286316,20.738218525451,"EC_075_Wet","N/A",20.5831315286316,-195.4394
"EC_075_INC-W5",-140.222,-484.223,-195.4394,-677.8982,20.5831315286316,20.738218525451,"EC_075_Wet","N/A",20.5831315286316,-195.4394
"EC_075_INC-D4",-3.07,-10.674,-4.609,-15.971,129.475028956903,129.273033315792,"EC_075_Dry","N/A",43.9878921198476,-1.96125
"EC_075_INC-D2",-2.22,-7.719,-4.609,-15.971,129.475028956903,129.273033315792,"EC_075_Dry","N/A",43.9878921198476,-1.96125
"EC_075_INC-D5",-1.305,-4.51,-4.609,-15.971,129.475028956903,129.273033315792,"EC_075_Dry","N/A",43.9878921198476,-1.96125
"EC_075_INC-D1",-1.25,-4.343,-4.609,-15.971,129.475028956903,129.273033315792,"EC_075_Dry","N/A",43.9878921198476,-1.96125
"EC_074_INC-W4",-0.637,-1.908,-0.5802,-1.7392,8.21662244444066,8.16987489315127,"EC_074_Wet","N/A",8.21662244444066,-0.5802
"EC_074_INC-W2",-0.609,-1.828,-0.5802,-1.7392,8.21662244444066,8.16987489315127,"EC_074_Wet","N/A",8.21662244444066,-0.5802
"EC_074_INC-W1",-0.588,-1.759,-0.5802,-1.7392,8.21662244444066,8.16987489315127,"EC_074_Wet","N/A",8.21662244444066,-0.5802
"EC_074_INC-W3",-0.551,-1.653,-0.5802,-1.7392,8.21662244444066,8.16987489315127,"EC_074_Wet","N/A",8.21662244444066,-0.5802
"EC_074_INC-W5",-0.516,-1.548,-0.5802,-1.7392,8.21662244444066,8.16987489315127,"EC_074_Wet","N/A",8.21662244444066,-0.5802
"EC_074_INC-D4",-0.515,-1.546,-1.909,-5.7414,117.121421560205,117.180502524112,"EC_074_Dry","N/A",91.3375414649154,-0.287666666666667
"EC_074_INC-D5",-0.348,-1.043,-1.909,-5.7414,117.121421560205,117.180502524112,"EC_074_Dry","N/A",91.3375414649154,-0.287666666666667
"EC_074_INC-D1",0,0,-1.909,-5.7414,117.121421560205,117.180502524112,"EC_074_Dry","N/A",91.3375414649154,-0.287666666666667
"EC_073_INC-W4",-3.681,-17.877,-2.5134,-12.1986,27.2760337742926,27.2837236125348,"EC_073_Wet","N/A",27.2760337742926,-2.5134
"EC_073_INC-W2",-2.455,-11.887,-2.5134,-12.1986,27.2760337742926,27.2837236125348,"EC_073_Wet","N/A",27.2760337742926,-2.5134
"EC_073_INC-W5",-2.367,-11.484,-2.5134,-12.1986,27.2760337742926,27.2837236125348,"EC_073_Wet","N/A",27.2760337742926,-2.5134
"EC_073_INC-W1",-2.151,-10.436,-2.5134,-12.1986,27.2760337742926,27.2837236125348,"EC_073_Wet","N/A",27.2760337742926,-2.5134
"EC_073_INC-W3",-1.913,-9.309,-2.5134,-12.1986,27.2760337742926,27.2837236125348,"EC_073_Wet","N/A",27.2760337742926,-2.5134
"EC_073_INC-D2",-0.338,-1.637,-0.272,-1.3188,23.7182222298372,23.6832784713658,"EC_073_Dry","N/A",23.7182222298372,-0.272
"EC_073_INC-D4",-0.313,-1.516,-0.272,-1.3188,23.7182222298372,23.6832784713658,"EC_073_Dry","N/A",23.7182222298372,-0.272
"EC_073_INC-D1",-0.291,-1.415,-0.272,-1.3188,23.7182222298372,23.6832784713658,"EC_073_Dry","N/A",23.7182222298372,-0.272
"EC_073_INC-D3",-0.243,-1.177,-0.272,-1.3188,23.7182222298372,23.6832784713658,"EC_073_Dry","N/A",23.7182222298372,-0.272
"EC_073_INC-D5",-0.175,-0.849,-0.272,-1.3188,23.7182222298372,23.6832784713658,"EC_073_Dry","N/A",23.7182222298372,-0.272
"EC_072_INC-W4",-272.588,-1378.843,-262.14075,-1326.67125,4.43070323225811,4.32208911357132,"EC_072_Wet","N/A",4.43070323225811,-262.14075
"EC_072_INC-W3",-266.809,-1348.144,-262.14075,-1326.67125,4.43070323225811,4.32208911357132,"EC_072_Wet","N/A",4.43070323225811,-262.14075
"EC_072_INC-W1",-263.514,-1334.396,-262.14075,-1326.67125,4.43070323225811,4.32208911357132,"EC_072_Wet","N/A",4.43070323225811,-262.14075
"EC_072_INC-W2",-245.652,-1245.302,-262.14075,-1326.67125,4.43070323225811,4.32208911357132,"EC_072_Wet","N/A",4.43070323225811,-262.14075
"EC_072_INC-D3",-268.511,-1355.27,-242.89175,-1224.0325,13.6510747051851,13.9167284081035,"EC_072_Dry","N/A",13.6510747051851,-242.89175
"EC_072_INC-D1",-267.471,-1348.555,-242.89175,-1224.0325,13.6510747051851,13.9167284081035,"EC_072_Dry","N/A",13.6510747051851,-242.89175
"EC_072_INC-D2",-237.513,-1200.116,-242.89175,-1224.0325,13.6510747051851,13.9167284081035,"EC_072_Dry","N/A",13.6510747051851,-242.89175
"EC_072_INC-D4",-198.072,-992.189,-242.89175,-1224.0325,13.6510747051851,13.9167284081035,"EC_072_Dry","N/A",13.6510747051851,-242.89175
"EC_071_INC-W5",-289.075,-1458.999,-285.2764,-1440.7068,0.915671714451552,0.844135934011722,"EC_071_Wet","N/A",0.915671714451552,-285.2764
"EC_071_INC-W1",-286.487,-1445.937,-285.2764,-1440.7068,0.915671714451552,0.844135934011722,"EC_071_Wet","N/A",0.915671714451552,-285.2764
"EC_071_INC-W3",-284.81,-1437.473,-285.2764,-1440.7068,0.915671714451552,0.844135934011722,"EC_071_Wet","N/A",0.915671714451552,-285.2764
"EC_071_INC-W2",-283.662,-1433.149,-285.2764,-1440.7068,0.915671714451552,0.844135934011722,"EC_071_Wet","N/A",0.915671714451552,-285.2764
"EC_071_INC-W4",-282.348,-1427.976,-285.2764,-1440.7068,0.915671714451552,0.844135934011722,"EC_071_Wet","N/A",0.915671714451552,-285.2764
"EC_071_INC-D5",-6.601,-33.453,-116.9694,-591.288,130.806554495763,130.806483559635,"EC_071_Dry","N/A",37.4163702615045,-5.24333333333333
"EC_071_INC-D1",-6.135,-31.028,-116.9694,-591.288,130.806554495763,130.806483559635,"EC_071_Dry","N/A",37.4163702615045,-5.24333333333333
"EC_071_INC-D3",-2.994,-15.08,-116.9694,-591.288,130.806554495763,130.806483559635,"EC_071_Dry","N/A",37.4163702615045,-5.24333333333333
"EC_070_INC-W1",-3.663,-12.782,-1.985,-6.9186,86.0061909889423,86.0561558166247,"EC_070_Wet","N/A",14.3636925507621,-3.20633333333333
